1.500000e+02	1.510000e+02	3.083887e-02	8.227663e-08	4.641077e+00	6.984588e+02	1.155900e+04
1.510000e+02	1.520000e+02	3.037731e-02	8.104523e-08	4.602089e+00	6.972078e+02	1.138600e+04
1.520000e+02	1.530000e+02	2.991842e-02	7.982093e-08	4.562423e+00	6.957511e+02	1.121400e+04
1.530000e+02	1.540000e+02	2.874719e-02	7.669615e-08	4.412470e+00	6.772822e+02	1.077500e+04
1.540000e+02	1.550000e+02	2.804552e-02	7.482412e-08	4.333085e+00	6.694721e+02	1.051200e+04
1.550000e+02	1.560000e+02	2.737586e-02	7.303751e-08	4.256975e+00	6.619664e+02	1.026100e+04
1.560000e+02	1.570000e+02	2.645809e-02	7.058893e-08	4.140630e+00	6.480013e+02	9.917000e+03
1.570000e+02	1.580000e+02	2.576976e-02	6.875249e-08	4.058735e+00	6.392527e+02	9.659000e+03
1.580000e+02	1.590000e+02	2.576709e-02	6.874537e-08	4.084030e+00	6.473124e+02	9.658000e+03
1.590000e+02	1.600000e+02	2.461720e-02	6.567752e-08	3.926323e+00	6.262312e+02	9.227000e+03
1.600000e+02	1.610000e+02	2.472125e-02	6.595513e-08	3.967771e+00	6.368309e+02	9.266000e+03
1.610000e+02	1.620000e+02	2.352601e-02	6.276627e-08	3.799332e+00	6.135750e+02	8.818000e+03
1.620000e+02	1.630000e+02	2.308313e-02	6.158469e-08	3.750902e+00	6.095063e+02	8.652000e+03
1.630000e+02	1.640000e+02	2.253086e-02	6.011127e-08	3.683658e+00	6.022573e+02	8.445000e+03
1.640000e+02	1.650000e+02	2.214401e-02	5.907917e-08	3.642675e+00	5.992194e+02	8.300000e+03
1.650000e+02	1.660000e+02	2.145568e-02	5.724273e-08	3.550909e+00	5.876763e+02	8.042000e+03
1.660000e+02	1.670000e+02	2.092209e-02	5.581913e-08	3.483433e+00	5.799777e+02	7.842000e+03
1.670000e+02	1.680000e+02	2.047654e-02	5.463043e-08	3.429723e+00	5.744641e+02	7.675000e+03
1.680000e+02	1.690000e+02	2.013771e-02	5.372645e-08	3.393199e+00	5.717550e+02	7.548000e+03
1.690000e+02	1.700000e+02	1.966281e-02	5.245945e-08	3.332859e+00	5.649232e+02	7.370000e+03
1.700000e+02	1.710000e+02	1.916124e-02	5.112127e-08	3.266913e+00	5.569970e+02	7.182000e+03
1.710000e+02	1.720000e+02	1.906252e-02	5.085791e-08	3.269073e+00	5.606218e+02	7.145000e+03
1.720000e+02	1.730000e+02	1.815542e-02	4.843780e-08	3.131792e+00	5.402325e+02	6.805000e+03
1.730000e+02	1.740000e+02	1.826214e-02	4.872252e-08	3.168420e+00	5.497117e+02	6.845000e+03
1.740000e+02	1.750000e+02	1.792864e-02	4.783277e-08	3.128446e+00	5.458977e+02	6.720000e+03
1.750000e+02	1.760000e+02	1.724565e-02	4.601057e-08	3.026526e+00	5.311420e+02	6.464000e+03
1.760000e+02	1.770000e+02	1.650929e-02	4.404601e-08	2.913901e+00	5.143068e+02	6.188000e+03
1.770000e+02	1.780000e+02	1.660267e-02	4.429514e-08	2.947022e+00	5.231065e+02	6.223000e+03
1.780000e+02	1.790000e+02	1.615179e-02	4.309220e-08	2.883189e+00	5.146676e+02	6.054000e+03
1.790000e+02	1.800000e+02	1.556484e-02	4.152625e-08	2.793922e+00	5.015162e+02	5.834000e+03
